-2.1983969380332047|(93, 94)
-2.129260190227064|(5, 8)
-1.9379438966059008|(94, 98)
-1.863185050032564|(96, 99)
-1.8479346894222053|(89, 97)
-1.8274855370056702|(94, 97)
-1.809705163956966|(94, 99)
-1.80008220299493|(89, 94)
-1.788342165681484|(93, 98)
-1.780756726324337|(5, 7)
-1.7696266155424212|(90, 94)
-1.75839242674057|(96, 98)
-1.7448269254312276|(3, 7)
-1.7409387523715059|(90, 97)
-1.7232213092245074|(4, 6)
-1.7170003836717278|(4, 9)
-1.702278468152827|(95, 99)
-1.686245051245618|(92, 96)
-1.6828944602028215|(98, 99)
-1.6755313534946554|(93, 95)
-1.6754483752126288|(89, 98)
-1.6745445549023226|(87, 99)
-1.6665139884908284|(89, 96)
-1.6614039033112116|(97, 98)
-1.6522126533625963|(88, 97)
-1.6399414087356414|(83, 99)
-1.6248833935331088|(91, 94)
-1.6153233112585392|(92, 94)
-1.5966167319297633|(90, 93)
-1.5949261314755698|(93, 99)
-1.579153998749396|(92, 93)
-1.578785335152274|(95, 96)
-1.5692480670813163|(96, 97)
-1.5647151963789772|(91, 96)
-1.5637139918137628|(88, 95)
-1.559370029341836|(82, 99)
-1.5585728288783243|(95, 97)
-1.5429745515156312|(91, 92)
-1.5383316078196758|(3, 5)
-1.526279444985464|(68, 70)
-1.5208126766595143|(91, 97)
-1.5097037012559207|(89, 93)
-1.507411419408532|(3, 8)
-1.5054114204056108|(88, 98)
-1.5041669481148172|(7, 8)
-1.5035118078043634|(97, 99)
-1.503430223961344|(88, 96)
-1.4968693154543429|(87, 97)
-1.4958795788517405|(90, 92)
-1.492599309190582|(3, 6)
-1.4850364776300942|(4, 7)
-1.4803625530078488|(85, 89)
-1.4620348246175665|(88, 90)
-1.4543710617645047|(91, 93)
-1.4486750924115106|(5, 10)
-1.4419423915244662|(86, 88)
-1.4386335152637733|(6, 10)
-1.4291448106436002|(90, 95)
-1.4271019044588678|(89, 99)
-1.419879214309862|(93, 97)
-1.417007131883361|(90, 96)
-1.4080727453018484|(87, 98)
-1.398669366665819|(94, 95)
-1.3909948182708374|(88, 94)
-1.389295642573485|(92, 99)
-1.3806694290184678|(88, 93)
-1.3763252025636032|(2, 6)
-1.3749979283108182|(95, 98)
-1.3671865610247789|(7, 9)
-1.3642733563724752|(4, 8)
-1.3436808085729035|(88, 89)
-1.3367181827241108|(86, 98)
-1.3366268173214084|(90, 91)
-1.3267168919171348|(92, 98)
-1.3208558392661607|(85, 97)
-1.3182733868788112|(92, 95)
-1.3017283546899543|(92, 97)
-1.2923860617386447|(90, 98)
-1.283552540527038|(91, 98)
-1.2826748658539124|(4, 5)
-1.2787775182584256|(93, 96)
-1.2753103175497469|(88, 92)
-1.266656878905894|(66, 69)
-1.2663190762011054|(66, 67)
-1.2562305946175911|(65, 68)
-1.2521227526699974|(88, 99)
-1.2486000074576962|(91, 95)
-1.2483661760026121|(5, 6)
-1.2481646654360703|(6, 7)
-1.244979918167981|(5, 9)
-1.2259186333954712|(64, 69)
-1.2229585511151517|(67, 70)
-1.2212855549921793|(84, 99)
-1.2197139743351992|(91, 99)
-1.2147543352679258|(87, 92)
-1.2118141885831408|(2, 5)
-1.204528616267046|(88, 91)
-1.1994192707357823|(87, 94)
-1.1933156000377942|(89, 95)
-1.1910198805918903|(80, 98)
-1.1844431392044228|(86, 97)
-1.1692704404101248|(89, 92)
-1.1667027498941283|(86, 92)
-1.1651037611664032|(84, 98)
-1.1578325302224906|(2, 7)
-1.154279189091119|(73, 76)
-1.154133492869517|(81, 98)
-1.1488135941027342|(68, 69)
-1.1413783133998057|(87, 89)
-1.1343001112867683|(86, 99)
-1.1285095375688559|(86, 89)
-1.1161996148978857|(85, 99)
-1.1128793370820538|(81, 99)
-1.1117656711706252|(65, 69)
-1.110816993355614|(86, 93)
-1.1060167423500473|(83, 98)
-1.1058944689167487|(85, 98)
-1.0962838404851822|(68, 71)
-1.0873767068743914|(65, 67)
-1.0827401411689925|(87, 96)
-1.074290221439844|(66, 71)
-1.067995189164193|(86, 91)
-1.0659778570727005|(87, 91)
-1.0578849975037312|(87, 93)
-1.0523756155405646|(65, 70)
-1.0478919158360553|(79, 99)
-1.0471066810181484|(87, 88)
-1.0376059104535853|(63, 73)
-1.0310433617491617|(5, 11)
-1.0294191373194161|(64, 70)
-1.026630842859271|(6, 9)
-1.0239340749720987|(85, 90)
-1.011709535144781|(94, 96)
-1.0059133868302275|(84, 90)
-0.9913225553954232|(87, 95)
-0.9833113151680841|(82, 98)
-0.9773747821339119|(75, 76)
-0.9633864680602141|(80, 99)
-0.9535227720505193|(84, 85)
-0.9449654486754036|(86, 90)
-0.9389881140220796|(89, 91)
-0.9322338521864977|(90, 99)
-0.931112364713176|(64, 72)
-0.929728470938999|(85, 86)
-0.9283139570037666|(81, 94)
-0.9246122395042837|(64, 71)
-0.9239714591839867|(64, 68)
-0.9198318260783199|(86, 87)
-0.9186970616207037|(66, 72)
-0.9186014152792129|(2, 9)
-0.9140587647721884|(83, 84)
-0.9065574874173671|(84, 97)
-0.8999594098163711|(85, 88)
-0.8995060504109854|(63, 72)
-0.8979319071981915|(65, 71)
-0.8940732277991993|(78, 99)
-0.8917530903185472|(85, 91)
-0.8666448768478601|(82, 96)
-0.8661988123411865|(66, 70)
-0.8648063178395866|(79, 98)
-0.8537325014504529|(66, 68)
-0.8529343449070739|(79, 97)
-0.8519875090359815|(86, 96)
-0.8498480936123779|(82, 97)
-0.825561328060054|(83, 97)
-0.821903072982989|(78, 98)
-0.8216768129213772|(84, 89)
-0.8199556747162282|(4, 10)
-0.818978060458399|(81, 97)
-0.8174486871611064|(4, 11)
-0.8073957360120817|(84, 88)
-0.8061493741063968|(86, 94)
-0.8035818027779391|(87, 90)
-0.801006064139493|(80, 97)
-0.795825099583854|(81, 91)
-0.7930440135843568|(6, 8)
-0.7849276543578168|(75, 77)
-0.7846480602067276|(64, 67)
-0.7843514666110103|(83, 89)
-0.7753216428946074|(67, 69)
-0.7727986646696858|(84, 91)
-0.7496474273664163|(81, 96)
-0.7491126758993861|(67, 71)
-0.7418634901754839|(84, 96)
-0.7340253331129072|(8, 9)
-0.7038644087530651|(85, 94)
-0.6955495148249793|(63, 70)
-0.6920693508117587|(82, 92)
-0.6892891066695935|(83, 87)
-0.6837070868011329|(3, 4)
-0.6820590788661132|(83, 90)
-0.6733999068158758|(62, 73)
-0.66599094232674|(86, 95)
-0.6568772825445519|(2, 15)
-0.6550767103059193|(81, 95)
-0.6415305250857802|(62, 68)
-0.6368595245586888|(63, 67)
-0.6355049687537502|(82, 90)
-0.6337954440103597|(82, 91)
-0.6254550617604012|(2, 12)
-0.6156059980727636|(72, 75)
-0.6140085565153288|(63, 71)
-0.6135508137738516|(64, 66)
-0.6113102017372924|(63, 74)
-0.6105983855119208|(81, 93)
-0.5908115891350029|(2, 8)
-0.5890995222126162|(85, 96)
-0.5835312661219296|(64, 73)
-0.5786237345837613|(83, 91)
-0.576123523161347|(3, 11)
-0.569035227444883|(77, 98)
-0.5659441719642714|(82, 94)
-0.5649858204076875|(8, 10)
-0.5591887128030816|(83, 96)
-0.5588856207360525|(1, 9)
-0.5556812040094347|(5, 12)
-0.5516600373742068|(89, 90)
-0.5510876198435688|(85, 95)
-0.5468426927624591|(63, 66)
-0.5467949614000378|(65, 72)
-0.5446577647767827|(60, 62)
-0.5393334746383849|(80, 92)
-0.5311476065484114|(4, 12)
-0.530413987618772|(73, 77)
-0.5173683539381705|(7, 10)
-0.5160543807662321|(73, 75)
-0.5153992909920682|(85, 87)
-0.5124711371144349|(2, 16)
-0.5090098119130241|(80, 96)
-0.5089274361605906|(83, 94)
-0.5008920891469084|(72, 77)
-0.48067999954706037|(64, 74)
-0.4784731947536889|(71, 74)
-0.4697305159234293|(78, 82)
-0.4602479931765461|(65, 66)
-0.45958809120209154|(71, 76)
-0.4573407596774793|(84, 86)
-0.4566271894504495|(63, 68)
-0.4521632382422598|(85, 93)
-0.44579110055026605|(84, 94)
-0.4455503112692936|(1, 13)
-0.44154089413532904|(78, 95)
-0.4367021342735895|(4, 13)
-0.4335335027635082|(2, 14)
-0.4330360133237|(76, 98)
-0.4312263373872098|(62, 70)
-0.4207437229051026|(1, 43)
-0.4174868484380909|(80, 95)
-0.41327360524453677|(2, 4)
-0.4101959804639372|(66, 98)
-0.4100370321931088|(3, 12)
-0.4086896122164316|(75, 78)
-0.40779431834542323|(82, 93)
-0.4062987449429141|(3, 10)
-0.4016321693183863|(6, 11)
-0.39956247888980556|(82, 95)
-0.3986403664617303|(78, 97)
-0.3971786266972996|(2, 44)
-0.39304037277454723|(70, 78)
-0.3878629685205107|(82, 89)
-0.3878091509302175|(1, 41)
-0.3875677922800776|(80, 94)
-0.3832883710553414|(70, 79)
-0.3771563070286787|(60, 63)
-0.3731374735982585|(81, 92)
-0.3728466633357962|(62, 74)
-0.37256229067749985|(72, 74)
-0.3692701101898027|(71, 77)
-0.36848026086111435|(2, 18)
-0.36332905820314343|(77, 81)
-0.3609269854673736|(74, 78)
-0.360150916911834|(62, 72)
-0.35860278687660324|(2, 13)
-0.3580995519508335|(78, 81)
-0.35796981468919536|(67, 72)
-0.35692166150978083|(71, 75)
-0.3564573291261647|(83, 86)
-0.3473843880357499|(1, 10)
-0.34680188451526406|(85, 92)
-0.34485004013546394|(1, 42)
-0.3441154049982143|(2, 11)
-0.3299790543910419|(81, 82)
-0.32811955081988287|(71, 72)
-0.3260618945788378|(84, 95)
-0.32360641408450364|(82, 84)
-0.3232632093046275|(3, 14)
-0.32177434219467743|(66, 97)
-0.31758448863702454|(67, 98)
-0.3126765170477074|(83, 85)
-0.3122143440306652|(82, 87)
-0.3110161690014167|(2, 3)
-0.3057713027798205|(70, 76)
-0.2994043077453437|(68, 95)
-0.2974573018599252|(70, 80)
-0.2962891479193488|(78, 93)
-0.2939644321247712|(2, 45)
-0.2936509003715845|(71, 73)
-0.2929986048707795|(2, 43)
-0.28203448555789373|(63, 69)
-0.2814146415714281|(78, 80)
-0.27729651899367186|(66, 99)
-0.27385831658816273|(65, 98)
-0.27294434939228274|(67, 96)
-0.2721050774281119|(72, 76)
-0.27001757461914927|(79, 83)
-0.2680837768059611|(5, 13)
-0.267725311611512|(83, 95)
-0.2641610930808587|(65, 73)
-0.26228164098668594|(78, 92)
-0.25762601853937794|(69, 71)
-0.2568902839709657|(78, 96)
-0.25446265227242276|(83, 92)
-0.25321421730612836|(67, 68)
-0.24921485964877224|(66, 96)
-0.24225165378456098|(77, 80)
-0.2414824233197485|(67, 95)
-0.23158290077556543|(2, 42)
-0.22814547066090574|(74, 76)
-0.22740522101199082|(62, 71)
-0.22500645872208416|(79, 96)
-0.22176794857007176|(68, 97)
-0.2199115551791019|(83, 88)
-0.2185087584079709|(66, 95)
-0.20437233967023535|(77, 99)
-0.19933123708916853|(3, 17)
-0.19622313138729572|(62, 66)
-0.19204833365633897|(81, 86)
-0.19196769576052208|(71, 78)
-0.19051373950742023|(5, 14)
-0.1891199781587169|(69, 70)
-0.1883455085963995|(64, 97)
-0.185681882095159|(68, 96)
-0.18524995283425996|(65, 97)
-0.17923102815365652|(81, 84)
-0.1731210564384366|(80, 82)
-0.1716066839905881|(1, 40)
-0.16816631185523678|(70, 96)
-0.1672385430104732|(68, 72)
-0.16432230484849009|(3, 15)
-0.16370233382343535|(2, 10)
-0.16195458469414195|(80, 85)
-0.16175829165728248|(61, 74)
-0.1567373226426207|(77, 97)
-0.1515336852040557|(77, 92)
-0.1513847541977835|(61, 68)
-0.15028449913234035|(80, 83)
-0.14736902313524006|(78, 94)
-0.14611077368995626|(1, 12)
-0.14522895401261157|(73, 93)
